EnsemblID	external_gene_id	chromosome_name	end_position	start_position
ENSMUSG00000087543	Gm16576	15	79757394	79742698
ENSMUSG00000082638	Gm12815	4	112146232	112146098
ENSMUSG00000081182	Gm14935	X	96550336	96548629
ENSMUSG00000041794	Myrip	9	120474841	120303936
ENSMUSG00000058357	Gm6612	15	80952899	80952505
ENSMUSG00000047938	4930483J18Rik	15	81192763	81190774
ENSMUSG00000064246	Chi3l1	1	134190181	134182176
ENSMUSG00000082735	Gm16394	X	96887873	96885509
ENSMUSG00000037628	Cdkn3	14	46771525	46760541
ENSMUSG00000027719	Adad1	3	37121924	37063527
ENSMUSG00000082397	Gm14803	X	96935224	96934690
ENSMUSG00000091492	Gm17025	15	81419188	81415560
ENSMUSG00000092074	Dynlt1a	17	6317474	6310547
ENSMUSG00000081606	Gm9059	X	96966648	96966257
ENSMUSG00000092325	Gm18284	15	81674878	81674255
ENSMUSG00000081166	Gm12819	4	112521472	112512740
ENSMUSG00000061848	Gm5805	15	81972845	81972390
ENSMUSG00000083350	Gm9060	X	97048511	97047707
ENSMUSG00000083599	Gm12821	4	112537660	112537061
ENSMUSG00000047347	Gm5806	15	82519278	82516311
ENSMUSG00000083753	Gm12814	4	112593053	112566407
ENSMUSG00000090964	Gm17206	15	83105929	83102072
ENSMUSG00000081066	Gm12817	4	112706236	112705170
ENSMUSG00000079735	Gm2792	17	6583118	6356805
ENSMUSG00000078531	Gm831	4	131505527	131487197
ENSMUSG00000085878	Gm12823	4	112945317	112923696
ENSMUSG00000083011	Gm12816	4	112956286	112955075
ENSMUSG00000087171	Gm12962	4	131677845	131647048
ENSMUSG00000015759	Cnih	14	46788411	46775582
ENSMUSG00000082678	Gm12818	4	112979813	112978465
ENSMUSG00000032783	Troap	15	99083407	99074973
ENSMUSG00000063694	Cycs	6	50566538	50562563
ENSMUSG00000094985	Gm9524	9	122802074	122747346
ENSMUSG00000092097	Gm5819	18	8694541	8694077
ENSMUSG00000091526	Gm6494	10	58704279	58703995
ENSMUSG00000036904	Fzd8	18	9216201	9212856
ENSMUSG00000091731	Gm17542	10	58718210	58713606
ENSMUSG00000036855	Gjd4	18	9282809	9278607
ENSMUSG00000038058	Nod1	6	54972612	54923942
ENSMUSG00000037990	Sh3rf3	10	59138916	58813359
ENSMUSG00000083384	Gm12813	4	113394359	113368187
ENSMUSG00000024286	Ccny	18	9450150	9314044
ENSMUSG00000081135	Gm14800	X	97162926	97161655
ENSMUSG00000082559	Gm12812	4	113649619	113649187
ENSMUSG00000075511	1700001L05Rik	15	83367282	83357526
ENSMUSG00000086856	Gm16080	4	131710508	131694607
ENSMUSG00000033389	Arhgap44	11	65162961	65002039
ENSMUSG00000085667	Gm12992	4	131920029	131899478
ENSMUSG00000050996	Cetn1	18	9619478	9615524
ENSMUSG00000036103	Colec12	18	9877995	9707648
ENSMUSG00000096255	Dynlt1b	17	6436293	6430112
ENSMUSG00000046603	D9Ertd402e	9	122836334	122805539
ENSMUSG00000081923	Gm9062	X	97827105	97826379
ENSMUSG00000091285	Gm17430	18	9726670	9726197
ENSMUSG00000092039	Gm5501	18	9917755	9916895
ENSMUSG00000034317	Trim59	3	69044755	69035288
ENSMUSG00000024287	Thoc1	18	9995484	9958180
ENSMUSG00000042284	Itga1	13	115101964	114958079
ENSMUSG00000083013	Gm12978	4	131903311	131902790
ENSMUSG00000082273	Gm14801	X	98009691	98009245
ENSMUSG00000084869	Gm13063	4	132048961	132048178
ENSMUSG00000002797	Ggct	6	54992950	54982580
ENSMUSG00000096780	Tmem181c-ps	17	6449571	6448040
ENSMUSG00000006527	Sfmbt1	14	30822713	30714849
ENSMUSG00000079733	Tmem181b-ps	17	6477102	6451888
ENSMUSG00000083972	Gm14802	X	98042259	98040375
ENSMUSG00000047879	Usp14	18	10045119	9995432
ENSMUSG00000000579	Dynlt1c	17	6609774	6601671
ENSMUSG00000083368	Gm13214	4	132094298	132093891
ENSMUSG00000081394	Gm13215	4	132148884	132148413
ENSMUSG00000083757	Rps15a-ps4	4	132220437	132220046
ENSMUSG00000084105	Gm13252	4	132245266	132244946
ENSMUSG00000027015	Cybrd1	2	71142926	71117923
ENSMUSG00000049414	Gm5417	15	83406105	83405612
ENSMUSG00000091770	Gm17095	4	114000449	113999849
ENSMUSG00000082933	Gm14811	X	98483906	98483790
ENSMUSG00000029828	4921507P07Rik	6	50596632	50573302
ENSMUSG00000081925	Rpl31-ps22	15	84030675	84030339
ENSMUSG00000081397	Gm14815	X	98514387	98513900
ENSMUSG00000086290	Snhg12	4	132311024	132308678
ENSMUSG00000089680	Gm15722	15	86090060	86087640
ENSMUSG00000080696	Gm12825	4	114097401	114096390
ENSMUSG00000027782	Kpna4	3	69127113	69067149
ENSMUSG00000042064	Myo3b	2	70429198	70039126
ENSMUSG00000029777	Gars	6	55079504	55038001
ENSMUSG00000047036	Zfp445	9	122862128	122851914
ENSMUSG00000063488	Zfp167	9	122896124	122888471
ENSMUSG00000057895	Zfp105	9	122931028	122923072
ENSMUSG00000024290	Rock1	18	10181792	10064401
ENSMUSG00000083603	Gm14810	X	98544882	98544397
ENSMUSG00000001076	C1ql4	15	99087817	99084686
ENSMUSG00000086424	Gm15569	15	86187152	86185728
ENSMUSG00000038009	Dnajc22	15	99104737	99093170
ENSMUSG00000085241	Snhg3	4	132353686	132348014
ENSMUSG00000062014	Gmfb	14	46822242	46808149
ENSMUSG00000082825	Gm15741	4	114165876	114165123
ENSMUSG00000042275	Pelo	13	115090188	115088357
ENSMUSG00000085870	Gm12829	4	114687595	114680804
ENSMUSG00000042258	Isl1	13	116309688	116298281
ENSMUSG00000085323	9130410C08Rik	4	114902859	114817161
ENSMUSG00000003476	Crhr2	6	55133016	55090049
ENSMUSG00000037379	Spon2	5	33218238	33213518
ENSMUSG00000085399	9130206I24Rik	4	114921967	114909257
ENSMUSG00000082549	Gm14813	X	98962478	98962084
ENSMUSG00000093394	Gm20621	15	88891525	88889780
ENSMUSG00000042942	Greb1l	18	10562934	10325177
ENSMUSG00000037373	Ctbp1	5	33275004	33247724
ENSMUSG00000083310	Gm5760	X	99082402	99081413
ENSMUSG00000093880	Tmem181c-ps	17	6621267	6612646
ENSMUSG00000051934	Spats2	15	99213206	99126578
ENSMUSG00000073051	Gm14812	X	99443797	99405331
ENSMUSG00000095677	Dynlt1f	17	6655939	6648941
ENSMUSG00000006941	Eif1b	9	120495327	120492606
ENSMUSG00000085053	Gm14809	X	99418895	99409571
ENSMUSG00000041608	Entpd3	9	120568318	120539818
ENSMUSG00000087331	1810021B22Rik	15	89075852	89071196
ENSMUSG00000019917	Sept10	10	59221847	59164113
ENSMUSG00000027012	Dync1i2	2	71263303	71211706
ENSMUSG00000027720	Il2	3	37125959	37120523
ENSMUSG00000026443	Lrrn2	1	132940005	132880273
ENSMUSG00000041831	Sytl3	17	6738042	6673458
ENSMUSG00000019916	P4ha1	10	59373304	59323296
ENSMUSG00000024293	Esco1	18	10610352	10566602
ENSMUSG00000092012	Gm4782	6	50610709	50608637
ENSMUSG00000086896	Gm12835	4	115137864	115133832
ENSMUSG00000029831	Npvf	6	50654439	50650672
ENSMUSG00000081823	Cyp4a28-ps	4	115156506	115138568
ENSMUSG00000054387	Mdm4	1	133025366	132989845
ENSMUSG00000002477	Snrpd1	18	10628230	10617796
ENSMUSG00000031377	Bmx	X	164258193	164192842
ENSMUSG00000002475	Abhd3	18	10706771	10644411
ENSMUSG00000073072	G930045G22Rik	6	50878079	50846524
ENSMUSG00000029832	Nfe2l3	6	51458768	51432670
ENSMUSG00000003923	Tfam	10	71238280	71225464
ENSMUSG00000025794	Rpl14	9	120574653	120571517
ENSMUSG00000027718	Il21	3	37232618	37222759
ENSMUSG00000024294	Mib1	18	10818704	10725548
ENSMUSG00000052658	5830454E08Rik	9	120578072	120577346
ENSMUSG00000037579	Kcnh3	15	99242817	99224976
ENSMUSG00000006932	Ctnnb1	9	120960507	120929216
ENSMUSG00000028397	Kdm4c	4	74405860	74242497
ENSMUSG00000085553	Gm14808	X	99460753	99459025
ENSMUSG00000082505	Gm14816	X	99687774	99687481
ENSMUSG00000083552	Gm14814	X	99766107	99765803
ENSMUSG00000032551	1110059G10Rik	9	122951000	122945089
ENSMUSG00000083682	Pcna-ps1	X	99797663	99796471
ENSMUSG00000084915	C230037L18Rik	15	89484847	89476236
ENSMUSG00000091021	Gm17300	4	132353382	132351772
ENSMUSG00000086997	Gm12981	4	132509649	132503561
ENSMUSG00000061510	Gm10101	14	46832027	46829114
ENSMUSG00000055128	Cgrrf1	14	46854193	46832134
ENSMUSG00000036768	Kif15	9	123018725	122951081
ENSMUSG00000005836	Gata6	18	11085635	11052510
ENSMUSG00000041238	Rbbp8	18	11743207	11633276
ENSMUSG00000087352	Gm12999	4	132533601	132532687
ENSMUSG00000081647	Gm13022	4	132802254	132801970
ENSMUSG00000021725	Parp8	13	117025516	116854824
ENSMUSG00000082907	Gm14832	X	100156956	100156635
ENSMUSG00000083816	Gm13033	4	132886626	132884763
ENSMUSG00000083936	Gm14829	X	100330829	100329692
ENSMUSG00000086602	Gm15609	15	89523677	89520096
ENSMUSG00000040957	Cables1	18	11945627	11839220
ENSMUSG00000080813	Gm14828	X	100338668	100337514
ENSMUSG00000078847	Gm6746	15	90561829	90561347
ENSMUSG00000081886	Gm6175	X	100585408	100585009
ENSMUSG00000029111	Whsc2	5	33936413	33896936
ENSMUSG00000085314	Gm14866	X	100740929	100736983
ENSMUSG00000067870	Rpl31-ps8	15	90764679	90764246
ENSMUSG00000049411	Tmem241	18	12121480	11981303
ENSMUSG00000067869	Tcea1-ps1	15	90883518	90882615
ENSMUSG00000086736	Gm14902	X	100749421	100741093
ENSMUSG00000084240	Gm15383	15	91532366	91530924
ENSMUSG00000082889	Gm12831	4	115176843	115175798
ENSMUSG00000094763	AC119847.1	3	69157177	69131233
ENSMUSG00000081806	Gm14901	X	101059292	101059010
ENSMUSG00000004980	Hnrnpa2b1	6	51469894	51460434
ENSMUSG00000027784	Ppm1l	3	69560802	69316861
ENSMUSG00000042451	Mybph	1	134201231	134193448
ENSMUSG00000045031	Cetn4	3	37312708	37307749
ENSMUSG00000024404	Riok3	18	12157367	12128850
ENSMUSG00000033196	Myh2	11	67197517	67171027
ENSMUSG00000081771	Gm15381	15	91557917	91556762
ENSMUSG00000081138	Gm12834	4	115241582	115238754
ENSMUSG00000081943	Gm9078	X	101063058	101062260
ENSMUSG00000079562	Maea	5	33373294	33335572
ENSMUSG00000086160	4933438A12Rik	15	91604676	91597583
ENSMUSG00000021838	Samd4	14	47105817	46882854
ENSMUSG00000037570	Mcrs1	15	99251961	99242818
ENSMUSG00000024410	3110002H16Rik	18	12189997	12168717
ENSMUSG00000026447	Pik3c2b	1	133108687	133045667
ENSMUSG00000031379	Pir	X	164373011	164269371
ENSMUSG00000066233	Tmem42	9	123023490	123021326
ENSMUSG00000025787	Tgm4	9	123067561	123034739
ENSMUSG00000037225	Fgf2	3	37405377	37312519
ENSMUSG00000083138	Cyp4a29-ps	4	115254557	115242084
ENSMUSG00000024413	Npc1	18	12236400	12189693
ENSMUSG00000042429	Adora1	1	134235431	134199223
ENSMUSG00000083083	Gm15382	15	91823223	91822687
ENSMUSG00000083241	Gm13259	4	133281312	133280857
ENSMUSG00000043329	Gm8849	15	95776232	95775754
ENSMUSG00000083781	Gm14842	X	101238261	101237993
ENSMUSG00000086850	Gm13257	4	133482526	133479356
ENSMUSG00000075304	Sp5	2	70477729	70474923
ENSMUSG00000082668	Gm13258	4	133573152	133572863
ENSMUSG00000078925	D030018L15Rik	15	96079553	96051616
ENSMUSG00000078907	Fam186b	15	99287180	99271018
ENSMUSG00000083885	Gm13213	4	133638683	133638210
ENSMUSG00000026459	Myog	1	134292547	134290004
ENSMUSG00000096056	RP23-440J15.7	X	101321348	101295839
ENSMUSG00000069622	Gm10273	10	59396757	59395632
ENSMUSG00000075302	4933404M02Rik	2	70540884	70508819
ENSMUSG00000084789	Gm12974	4	133817614	133816420
ENSMUSG00000009646	Pla2g12b	10	59421976	59403660
ENSMUSG00000086601	Gm16257	15	97766961	97760408
ENSMUSG00000026458	Ppfia4	1	134332928	134296783
ENSMUSG00000083897	Gm14843	X	101479559	101479348
ENSMUSG00000087397	Gm16256	15	97768713	97766549
ENSMUSG00000057766	Ankrd29	18	12305720	12252362
ENSMUSG00000081674	Gm6184	X	101520245	101518985
ENSMUSG00000091050	9330020H09Rik	15	98569583	98567324
ENSMUSG00000043300	B3galnt1	3	69598861	69574186
ENSMUSG00000023007	Prpf40b	15	99317018	99295087
ENSMUSG00000085009	Gm12977	4	133876533	133871830
ENSMUSG00000082729	Gm14845	X	101691850	101691545
ENSMUSG00000019927	Ube2d1	10	71285262	71254980
ENSMUSG00000080946	Gm12985	4	133883127	133882945
ENSMUSG00000087288	Gm13061	4	134019869	134018147
ENSMUSG00000029836	Cbx3	6	51483704	51470360
ENSMUSG00000081772	Gm13131	4	134200150	134199830
ENSMUSG00000024421	Lama3	18	12583013	12334024
ENSMUSG00000086322	E130218I03Rik	4	134245873	134243662
ENSMUSG00000089968	4921518J05Rik	15	99435313	99427701
ENSMUSG00000027787	Nmd3	3	69749042	69721985
ENSMUSG00000003477	Inmt	6	55175043	55170626
ENSMUSG00000025786	Zdhhc3	9	123113205	123066160
ENSMUSG00000037355	4933407H18Rik	5	33419754	33378551
ENSMUSG00000024424	Ttc39c	18	12737050	12599926
ENSMUSG00000084197	Gm9089	X	101709561	101709036
ENSMUSG00000096448	AC117831.1	15	99556192	99555836
ENSMUSG00000084284	Tpt1-ps6	X	101769057	101768535
ENSMUSG00000089671	Gm16537	15	99724474	99715543
ENSMUSG00000083190	Gm12836	4	115363115	115343788
ENSMUSG00000082541	Gm9095	X	101788646	101787766
ENSMUSG00000090406	Gm17058	15	99782332	99765991
ENSMUSG00000045010	Gm4779	X	101793308	101790053
ENSMUSG00000024430	Cabyr	18	12755146	12741324
ENSMUSG00000084415	Gm12837	4	115416454	115416082
ENSMUSG00000084346	Cyp4a30b-ps	4	115471061	115452604
ENSMUSG00000092014	Gm4468	15	99810582	99810289
ENSMUSG00000070858	Gm1673	5	33985013	33983437
ENSMUSG00000090500	Gm17057	15	99834570	99819020
ENSMUSG00000006526	Tmem110	14	30876986	30825590
ENSMUSG00000037438	Gm9763	15	99898556	99898287
ENSMUSG00000081230	Gm9097	X	101801290	101800411
ENSMUSG00000096111	RP23-32P19.2	15	99953044	99931711
ENSMUSG00000080142	Gm12838	4	115454116	115453792
ENSMUSG00000086724	Gm12833	4	115481276	115480800
ENSMUSG00000082284	H3f3a-ps1	X	101824924	101824515
ENSMUSG00000083133	Gm14844	X	101829674	101829402
ENSMUSG00000087208	Gm5125	X	102107226	102106603
ENSMUSG00000070880	Gad1	2	70602014	70553072
ENSMUSG00000093511	Gm20680	15	100592037	100586096
ENSMUSG00000038022	Fam188b	6	55320222	55203383
ENSMUSG00000081969	Gm16471	X	102139230	102138613
ENSMUSG00000028398	3110001D03Rik	4	75278305	75277354
ENSMUSG00000052397	Ezr	17	6782784	6738041
ENSMUSG00000051444	Bbs12	3	37321453	37312554
ENSMUSG00000044252	Osbpl1a	18	12941841	12755314
ENSMUSG00000042305	Tmem183a	1	134361999	134346097
ENSMUSG00000050526	4933406M09Rik	1	134390981	134385940
ENSMUSG00000028399	Ptprd	4	78211961	75941238
ENSMUSG00000083065	Gm13195	4	134335758	134335498
ENSMUSG00000087343	1700021N21Rik	4	134450171	134448766
ENSMUSG00000090062	1810009N23Rik	15	100704896	100695780
ENSMUSG00000083001	Gm13250	4	134493974	134493222
ENSMUSG00000037710	Cisd1	10	71344954	71330480
ENSMUSG00000026456	Cyb5r1	1	134411740	134405781
ENSMUSG00000084142	Gm9103	X	102178657	102178194
ENSMUSG00000081006	Gm12832	4	115545064	115543385
ENSMUSG00000087690	Gm16031	15	101131592	101129916
ENSMUSG00000046062	Ppp1r15b	1	133139783	133131143
ENSMUSG00000036305	Rpl39-ps	15	102635336	102634982
ENSMUSG00000081263	Gm14859	X	102208758	102208402
ENSMUSG00000083457	Gm12839	4	115583144	115582286
ENSMUSG00000060733	Ipmk	10	71433327	71347763
ENSMUSG00000029112	Nkx1-1	5	33433976	33430734
ENSMUSG00000082043	Gm12848	4	115653480	115652389
ENSMUSG00000086884	Gm16225	4	135120447	135118221
ENSMUSG00000037339	Fam53a	5	33629635	33600351
ENSMUSG00000084986	Gm16224	4	135144285	135143421
ENSMUSG00000087270	Gm12983	4	135290675	135290366
ENSMUSG00000085002	Gm12984	4	135309519	135307349
ENSMUSG00000004655	Aqp1	6	55348555	55336432
ENSMUSG00000082833	Gm12982	4	135307970	135307781
ENSMUSG00000084032	Gm12991	4	135377235	135377158
ENSMUSG00000048142	Nat8l	5	34005916	33995984
ENSMUSG00000085568	Gm14858	X	102365498	102252522
ENSMUSG00000081136	Gm12990	4	135403656	135403189
ENSMUSG00000045102	Poln	5	34169448	34007198
ENSMUSG00000086903	Hotair	15	102948420	102944062
ENSMUSG00000020548	1700086D15Rik	11	65159891	65151910
ENSMUSG00000080899	Gm9109	X	102657063	102655659
ENSMUSG00000092585	Gm20398	15	103015676	102967443
ENSMUSG00000081172	Gm12849	4	115708303	115707251
ENSMUSG00000083414	Gm14840	X	102658334	102657741
ENSMUSG00000092194	Mir196a-2	15	102973450	102973341
ENSMUSG00000038301	Snx10	6	51590679	51523901
ENSMUSG00000092424	Mir615	15	103015001	103014910
ENSMUSG00000081443	Gm3880	X	102687029	102686292
ENSMUSG00000080845	Gm9115	X	102725749	102724402
ENSMUSG00000081716	Gm14839	X	102738618	102735986
ENSMUSG00000081108	Gm4234	X	102758473	102754781
ENSMUSG00000004654	Ghrhr	6	55388530	55376295
ENSMUSG00000043461	1110032A04Rik	3	69859896	69819538
ENSMUSG00000087016	Gm15979	4	135430841	135430126
ENSMUSG00000086788	1700029M20Rik	4	135630198	135626655
ENSMUSG00000083680	Gm9119	X	102779484	102777738
ENSMUSG00000024423	Impact	18	12992948	12972252
ENSMUSG00000023806	Rsph3b	17	6948356	6904716
ENSMUSG00000027788	Otol1	3	70028708	70007613
ENSMUSG00000041757	Plekha6	1	133303435	133246097
ENSMUSG00000037346	Hrh4	18	13022882	13006990
ENSMUSG00000025785	Exosc7	9	123136129	123113215
ENSMUSG00000024420	Zfp521	18	13972733	13687013
ENSMUSG00000082191	Gm5166	X	102796833	102794298
ENSMUSG00000052031	Tagap1	17	6961156	6954965
ENSMUSG00000037580	Gch1	14	47189413	47153895
ENSMUSG00000055795	Gm5160	18	14425311	14424868
ENSMUSG00000037013	Ss18	18	14682914	14624198
ENSMUSG00000082783	Gm9126	X	102820074	102818362
ENSMUSG00000085249	Gm12847	4	115822655	115818857
ENSMUSG00000034185	6430628N08Rik	4	115899228	115890666
ENSMUSG00000094724	Rnaset2b	17	7011299	6978860
ENSMUSG00000029778	Adcyap1r1	6	55501451	55451978
ENSMUSG00000081240	Gm16511	X	102833804	102830950
ENSMUSG00000020542	Myocd	11	65269989	65176561
ENSMUSG00000053830	Gm9923	10	72311848	72309225
ENSMUSG00000036743	Psma8	18	14762299	14706151
ENSMUSG00000019923	Zwint	10	72674964	72654845
ENSMUSG00000054321	Taf4b	18	14900359	14783245
ENSMUSG00000009654	Oit3	10	59441778	59422958
ENSMUSG00000036225	Kctd1	18	15151446	14968685
ENSMUSG00000024411	Aqp4	18	15403684	15389394
ENSMUSG00000031380	Figf	X	164402650	164373378
ENSMUSG00000047161	Chst9	18	15760157	15451924
ENSMUSG00000027790	Sis	3	72967863	72888557
ENSMUSG00000058064	Gm10036	18	15833330	15832794
ENSMUSG00000063628	Gm7665	18	16274944	16274648
ENSMUSG00000024304	Cdh2	18	16809246	16588877
ENSMUSG00000050174	Nudt6	3	37420211	37404910
ENSMUSG00000078238	Gm12854	4	116067564	116067268
ENSMUSG00000085920	Gm12951	4	116177732	116176246
ENSMUSG00000081459	Gm12952	4	116200952	116200563
ENSMUSG00000082592	Gm12950	4	116449204	116448788
ENSMUSG00000087299	Gm12953	4	116552627	116551740
ENSMUSG00000085408	C530005A16Rik	4	116597630	116589733
ENSMUSG00000086417	Gm12996	4	116830603	116824903
ENSMUSG00000075390	Rpl36-ps8	4	116840221	116839907
ENSMUSG00000082841	Gm12994	4	116853110	116852664
ENSMUSG00000083678	Gm12989	4	135716598	135715868
ENSMUSG00000082743	Gm12988	4	135756695	135756218
ENSMUSG00000059898	Dsc3	18	20002097	19960930
ENSMUSG00000091423	Gm17509	13	117221075	117218701
ENSMUSG00000040936	Ulk4	9	121277197	120960268
ENSMUSG00000081672	Gm13000	4	135854173	135853678
ENSMUSG00000021728	Emb	13	117274098	117220625
ENSMUSG00000056328	Myh1	11	67224575	67200052
ENSMUSG00000084397	Gm9133	X	102882254	102880529
ENSMUSG00000037572	Wdhd1	14	47276832	47240944
ENSMUSG00000024331	Dsc2	18	20059554	20030633
ENSMUSG00000031381	Piga	X	164433916	164419793
ENSMUSG00000083430	Gm13006	4	135891477	135891264
ENSMUSG00000009647	Ccdc109a	10	59616692	59446984
ENSMUSG00000083852	Gm13007	4	135997887	135997523
ENSMUSG00000085714	Gm13008	4	136010937	136003566
ENSMUSG00000081986	Gm14841	X	102980645	102979888
ENSMUSG00000082877	Gm13009	4	136074972	136074513
ENSMUSG00000081330	Gm13013	4	136307886	136307364
ENSMUSG00000095720	Gm1604b	17	7087467	7025837
ENSMUSG00000023809	Rps6ka2	17	7303313	7170115
ENSMUSG00000044322	Dsc1	18	20114773	20084703
ENSMUSG00000025784	Clec3b	9	123157430	123150946
ENSMUSG00000086084	2610528B01Rik	4	136345981	136343975
ENSMUSG00000035498	Cdcp1	9	123216038	123170824
ENSMUSG00000042485	Mustn1	14	30881608	30879257
ENSMUSG00000083775	Gm14837	X	102998245	102998040
ENSMUSG00000021922	Itih4	14	30901981	30886476
ENSMUSG00000081779	Gm5126	X	103005031	103003724
ENSMUSG00000084842	Pabpc1l2b-ps	X	103014387	103013698
ENSMUSG00000080774	Gm9143	X	103038368	103037624
ENSMUSG00000086568	9130020K20Rik	4	136350334	136348550
ENSMUSG00000034774	Dsg1c	18	20285031	20247340
ENSMUSG00000082711	Gm12987	4	136584660	136584172
ENSMUSG00000059182	Skap2	6	52012549	51859166
ENSMUSG00000071322	Tcp10a	17	7345974	7324646
ENSMUSG00000083054	Gm12986	4	136609806	136608840
ENSMUSG00000070683	Lactbl1	4	136638110	136622592
ENSMUSG00000079555	Haus3	5	34169445	34153921
ENSMUSG00000069441	Dsg1a	18	20343350	20310811
ENSMUSG00000082063	Gm12993	4	116875465	116874588
ENSMUSG00000085542	1700037C06Rik	4	137117582	137116709
ENSMUSG00000004642	Slbp	5	33652574	33634952
ENSMUSG00000026457	Adipor1	1	134433351	134415378
ENSMUSG00000061928	Dsg1b	18	20410196	20376729
ENSMUSG00000054871	Tmem158	9	123260789	123259058
ENSMUSG00000087417	Gm13001	4	137118143	137117143
ENSMUSG00000035202	Lars2	9	123462664	123366940
ENSMUSG00000001804	Dsg4	18	20471821	20436175
ENSMUSG00000027722	Spata5	3	37579096	37419896
ENSMUSG00000082207	Gm12998	4	116946534	116945732
ENSMUSG00000052613	Pcdh15	10	74646314	73099342
ENSMUSG00000086890	1700021J08Rik	4	117003012	117002166
ENSMUSG00000056632	Dsg3	18	20541310	20510304
ENSMUSG00000082249	Gm12997	4	117015766	117015127
ENSMUSG00000085833	Gm13003	4	137159871	137159082
ENSMUSG00000084943	Gm13014	4	117125166	117123977
ENSMUSG00000037235	Mxd4	5	34187720	34173887
ENSMUSG00000041717	Golt1a	1	133323026	133309823
ENSMUSG00000033872	Best4-ps	4	117148637	117145257
ENSMUSG00000080806	Gm13005	4	137220399	137219760
ENSMUSG00000029844	Hoxa1	6	52158317	52155367
ENSMUSG00000027010	Slc25a12	2	71367749	71271063
ENSMUSG00000044393	Dsg2	18	20604521	20558074
ENSMUSG00000070834	Gm13015	4	117149126	117148923
ENSMUSG00000086482	1700012C08Rik	4	117213782	117213334
ENSMUSG00000085749	Gm12843	4	117297725	117295817
ENSMUSG00000059934	Prh1	6	132572941	132569809
ENSMUSG00000031382	Asb11	X	164459170	164436994
ENSMUSG00000058295	Prp2	6	132601236	132595913
ENSMUSG00000061808	Ttr	18	20674324	20665250
ENSMUSG00000029275	Gfi1	5	107726036	107716657
ENSMUSG00000091449	Gm10269	18	20682963	20682592
ENSMUSG00000056124	B4galt6	18	20746404	20684599
ENSMUSG00000071280	Gm10322	10	59616398	59616063
ENSMUSG00000020111	Micu1	10	59864132	59702477
ENSMUSG00000033382	Trappc8	18	20896078	20817224
ENSMUSG00000067541	A630073D07Rik	6	132627511	132625111
ENSMUSG00000059382	Tas2r120	6	132657844	132656957
ENSMUSG00000071150	Tas2r121	6	132701007	132700090
ENSMUSG00000082149	Gm13002	4	137223322	137222641
ENSMUSG00000078280	Tas2r122	6	132711928	132710999
ENSMUSG00000070667	Rpl31-ps10	4	137395676	137395299
ENSMUSG00000020843	Timm22	11	76416292	76406952
ENSMUSG00000086845	Gm13010	4	137438395	137436579
ENSMUSG00000087476	1810058N05Rik	4	137706606	137696979
ENSMUSG00000033107	Rnf125	18	20983848	20944625
